KeggID,C1,C2,C3,Cd1,Cd2,Cd3
K11279,2640,3384,2774,2615,2584,2681
K13448,532,1372,1143,688,773,1071
K15707,106,139,115,196,230,242
K03231,2356,3108,2135,2336,2167,2625
K03231,4094,5527,4795,3541,3087,3596
K18886,58,91,82,67,48,70
K00558,21,27,31,31,30,37
K00558,27,42,47,34,33,23
K00558,27,22,36,32,30,18
K01940,606,567,731,434,490,473
K08244,1862,2295,2198,1312,1434,1256
K13280,337,468,398,374,344,385
K13280,170,221,183,207,236,277
K17292,631,592,660,549,612,655
K12385,388,473,422,337,376,351
K12385,424,444,411,324,390,377
K21995,40,32,23,13,11,11
K00430,1160,1338,747,874,909,1290
K02116,217,260,296,189,216,206
K02116,228,286,311,208,210,198
K17580,15,17,15,4,7,2
K17580,14,13,17,6,7,5
K17580,13,18,20,2,2,4
K17580,16,10,20,7,3,5
K03245,402,485,496,540,468,537
K03245,400,486,484,476,467,477
K03245,427,553,498,494,445,520
K06185,3330,3945,3618,4085,4283,4610
K21995,20,32,15,31,40,73
K12837,639,766,749,973,962,1042
K12837,422,603,616,800,715,869
K08905,7621,9574,9080,5593,5470,5801
K06158,0,0,0,0,0,0
K15192,101,113,104,83,69,63
K15192,90,118,119,59,74,65
K15192,86,121,108,52,71,68
K15192,89,111,115,54,73,71
K15192,89,112,108,69,72,58
K15192,99,96,105,72,73,65
K15192,102,115,118,62,70,70
K15192,84,107,99,65,60,69
K15192,97,118,138,70,71,63
K15280,809,1027,1074,1373,1323,1535
K03553,152,159,151,197,203,221
K17906,485,605,551,522,611,652
K17906,511,631,537,527,586,650
K17906,495,612,501,477,565,692
K17906,505,645,540,527,617,639
K23335,253,300,301,156,153,217
K23335,317,285,306,181,169,215
K23335,288,295,319,222,177,210
K23335,229,292,265,173,170,195
K00797,729,922,810,586,542,579
K00797,824,896,781,613,548,580
K00797,816,862,817,560,506,606
K13993,1,1,1,0,1,3
K13993,1,1,2,0,1,3
K13993,1,2,1,2,1,1
K12821,32,21,29,6,10,3
K09286,646,1072,733,913,965,1164
K07198,157,211,232,148,159,131
K07198,171,206,202,144,130,121
K21110,3,0,3,2,1,3
K18182,189,189,207,168,207,204
K02868,4753,5656,5935,5085,5265,5512
K03351,68,89,55,89,83,54
K03351,62,77,60,76,74,79
K03351,69,82,71,83,89,81
K03351,69,87,67,96,82,73
K12837,152,184,189,177,194,185
K12837,129,178,167,163,178,175
K12837,173,179,201,167,177,169
K12837,170,210,202,159,154,155
K12837,109,145,141,131,118,122
K12837,130,152,141,137,119,136
K12837,110,145,146,154,122,118
K12837,105,168,139,136,126,109
K13035,29,40,49,46,47,49
K17871,23,22,21,19,15,31
K00688,1186,1297,1291,894,769,748
K14209,248,290,276,352,330,422
K02537,98,112,124,41,27,24
K02537,63,97,88,18,23,6
K24028,0,0,1,0,1,1
K00422,809,881,606,532,596,694
K00422,1042,1134,679,677,703,799
K00422,2350,2730,1733,1892,1936,2317
K12158,0,0,0,0,0,0
K09832,109,125,54,51,49,71
K03639,949,1186,1112,2172,1898,1848
K15281,352,456,423,593,610,682
K13993,48,48,57,3096,3024,3832
K23869,51,61,52,30,24,31
K14811,6655,7952,7756,7779,7984,8156
K23012,863,1079,969,513,504,614
K23869,29,23,26,78,57,106
K08823,0,0,0,0,0,0
K13065,2,2,2,11,4,15
K15502,163,281,297,91,119,79
K16585,21,32,29,21,23,23
K16585,25,20,20,22,21,36
K16585,22,37,34,22,24,31
K16585,18,37,28,22,28,24
K16585,35,27,32,30,27,28
K16585,24,28,35,24,29,26
K15115,1592,1746,1908,1471,1500,1572
K14539,242,291,282,560,626,648
K14539,254,331,294,573,545,658
K07511,1781,2040,1890,2121,2185,2507
K01792,501,625,736,478,484,458
K14652,651,730,728,1463,1704,1920
K05291,111,136,120,155,162,164
K05291,72,87,54,88,92,99
K03263,15273,19638,16204,14736,13799,15265
K13681,126,167,134,171,195,163
K00630,1823,1989,2250,1057,1167,1055
K04646,8987,10729,9955,7671,8003,7770
K08775,27,63,30,40,39,32
K08775,35,39,42,30,38,26
K24030,7,4,5,2,8,4
K13337,164,229,198,310,282,357
K13337,173,229,184,305,222,364
K13337,167,211,182,306,284,358
K13993,75,107,137,926,1116,1333
K13993,41,59,85,202,156,259
K04457,198,193,190,221,192,193
K04040,882,1011,1165,798,848,767
K22900,40,55,63,28,29,29
K22900,44,45,69,16,29,24
K22900,35,33,53,15,37,22
K08193,481,538,544,529,507,581
K03549,0,0,0,0,0,0
K03526,0,0,0,0,0,0
K03526,0,0,0,0,0,0
K13065,47,73,49,27,18,24
K01679,1144,1377,1261,1143,1272,1353
K22207,238,308,273,189,237,228
K16302,173,202,214,409,378,423
K02045,268,340,377,360,340,435
K06628,10,6,10,13,11,12
K06628,9,7,11,8,9,11
K11420,3,10,5,0,2,0
K20168,866,877,838,1179,1204,1348
K20168,760,826,721,1057,1111,1178
K02150,2439,3005,1948,2277,2508,3004
K11492,31,36,54,77,73,70
K22314,323,344,343,624,628,803
K01870,903,1061,1011,1438,1493,1417
K13993,69,91,85,175,230,283
K13993,65,93,81,178,244,289
K11593,5,6,3,1,1,8
K13448,53,60,32,131,105,187
K13448,713,1153,986,1178,1584,2057
K15040,2,7,16,15,10,8
K13448,81,131,151,1817,1659,2323
K01874,909,1130,1079,1029,1036,1092
K17769,631,749,660,652,651,773
K13993,871,988,900,1503,1446,1958
K06963,259,268,271,264,272,266
K13249,2557,3224,2990,2910,2685,3235
K14490,8078,10273,8811,5178,5153,5814
K01802,1908,2564,2094,2237,2089,2661
K19755,21,28,29,13,16,18
K16475,18,16,18,5,13,16
K13989,849,946,900,976,1002,1156
K13250,1188,1438,1383,1032,912,1012
K09313,1059,1220,1070,1248,1142,1170
K00558,0,0,0,0,0,0
K00558,0,0,0,0,0,0
K03327,245,296,255,266,278,253
K00422,1251,1173,1431,1381,1302,1071
K00430,0,0,0,0,0,0
K23728,0,0,0,0,0,0
K23728,0,0,0,0,0,0
K23728,0,0,0,0,0,0
K23728,0,0,0,0,0,0
K00235,1631,1984,1854,2298,2488,2812
K01052,19,29,27,17,9,12
K11153,127,181,138,95,127,124
K03027,151,168,163,137,119,86
K14291,75,90,79,54,66,71
K14291,65,74,89,59,49,62
K19801,1336,1735,1491,1799,1899,2195
K19801,1260,1682,1410,1832,1867,2251
K11985,34,50,45,33,36,35
K08334,943,1181,916,769,914,959
K20535,1715,1974,1710,1201,1234,1271
K12836,453,494,534,544,530,568
K12836,412,481,528,484,481,565
K12836,439,492,541,515,503,568
K01113,41,48,38,46,47,31
K01113,42,49,55,30,30,50
K01113,45,46,55,43,37,42
K01113,47,52,53,48,38,47
K05657,642,718,654,380,363,357
K05657,429,534,485,244,303,277
K01647,703,834,792,672,688,725
K01647,722,873,771,663,621,741
K03043,707,1334,1676,1100,1262,1007
K17761,905,920,1056,1000,839,885
K03355,309,362,374,320,303,293
K03355,308,376,362,320,297,309
K20298,516,571,549,460,445,552
K04120,238,302,340,115,139,139
K04120,266,336,342,123,175,145
K14689,123,174,150,38,51,38
K14689,147,151,158,59,49,50
K14347,664,782,745,493,499,472
K00851,23,23,41,11,11,14
K07304,145,195,204,147,172,168
K07304,151,167,228,168,154,200
K18663,1069,1270,1292,823,842,761
K13447,1264,1377,1241,1785,2023,2108
K13447,1291,1526,1348,1863,2109,2246
K01772,2081,2163,2035,2281,2290,2606
K23553,400,538,501,517,540,614
K00873,467,557,583,508,459,559
K00873,429,506,501,481,478,474
K00873,467,506,558,482,506,478
K08272,1701,1946,1684,960,1150,1278
K03136,535,623,514,418,441,482
K15407,43,44,45,39,49,24
K11251,23,31,30,34,31,28
K22071,545,750,627,489,492,551
K10389,430,435,490,424,385,382
K03549,41,73,57,5,25,18
K00106,946,1312,1297,912,1173,1030
K00799,201,289,183,728,560,846
K07018,821,1202,865,823,872,1170
K17616,1082,1231,1258,1144,1126,1109
K09286,7452,11117,7354,4939,5801,5959
K11808,369,514,445,413,377,395
K05941,467,631,608,1197,1232,1379
K12818,1238,1594,1446,983,1067,1167
K08244,5,2,7,1,1,1
K08244,6,5,8,2,1,3
K19044,520,687,619,509,606,676
K19044,562,672,599,581,605,693
K00621,250,289,313,714,635,836
K19366,585,722,642,1008,1153,1141
K19366,611,696,644,972,1147,1147
K18674,3981,5409,4071,2637,3272,3562
K13071,2754,4017,3068,4151,5607,5883
K01262,597,676,664,821,761,831
K19942,10,8,7,50,18,20
K13347,221,271,278,332,278,325
K13347,213,276,287,310,271,321
K13347,215,269,293,301,260,320
K00599,273,270,356,238,247,232
K12668,706,901,950,828,745,814
K22683,0,2,5,0,0,2
K16573,437,460,533,549,572,523
K16573,450,506,525,546,546,568
K01193,4646,6110,4521,4855,4570,5170
K15121,241,279,265,270,352,318
K15121,187,262,243,267,258,301
K01897,6749,8028,6828,9473,9764,10632
K13366,90,123,149,90,115,117
K24739,591,789,693,549,527,634
K24739,619,832,682,544,513,659
K02069,331,473,303,124,182,194
K09493,1208,1411,1298,1329,1245,1347
K09531,691,750,696,556,636,641
K02908,14736,18950,18254,18076,15258,15955
K14844,517,597,590,513,483,503
K00008,4937,6320,5706,3839,6360,5055
K12567,0,1,0,0,0,0
K12261,972,1170,1063,1897,1956,2247
K12261,994,1198,1020,1869,1912,2300
K22213,855,1001,951,374,342,341
K11346,84,112,113,79,93,71
K11346,84,129,122,91,102,81
K11346,88,102,102,75,96,78
K11346,78,101,101,69,91,80
K11346,76,94,85,55,60,55
K14638,57,45,68,21,21,29
K00588,636,770,674,651,640,731
K00588,640,765,632,653,624,738
K00588,541,700,590,575,584,632
K21989,180,234,162,176,216,297
K02938,14628,16694,17844,15334,15459,16494
K10270,512,862,586,333,312,313
K01652,5726,6277,6099,7442,7390,7282
K18749,1162,1518,1265,1308,1321,1335
K18749,1158,1517,1232,1176,1327,1324
K13993,0,3,1,0,1,1
K07933,467,538,536,497,501,530
K13993,8,1,11,5,4,11
K10588,1397,1589,1548,1166,1216,1264
K13065,0,0,0,0,0,1
K24134,12,14,13,17,12,11
K24134,6,9,13,19,13,12
K24134,6,8,14,18,12,12
K09506,234,278,250,433,575,558
K07541,135,164,139,151,163,177
K14454,12,8,10,6,6,0
K11420,0,0,0,0,0,0
K16196,426,582,567,417,381,388
K14709,258,298,230,81,103,107
K01193,2997,4049,3189,7342,7062,9522
K14514,6623,7552,6901,5194,6010,5550
K10845,192,185,219,137,125,126
K00430,118,153,263,484,633,620
K12492,2224,2904,2323,2414,2502,2811
K09858,374,389,419,215,254,233
K24166,136,169,185,125,105,102
K18010,660,861,705,603,727,754
K17506,510,611,588,457,413,420
K10801,1,0,1,0,0,0
K09668,53,79,73,17,19,13
K07964,158,194,250,354,350,388
K07964,5,2,3,36,24,25
K07964,7,11,8,29,25,36
K08818,113,148,116,143,144,141
K08818,121,127,124,141,132,148
K08818,78,96,83,125,131,122
K08818,67,98,81,122,102,113
K08818,86,77,97,120,122,131
K08818,63,99,104,122,134,116
K08818,86,91,78,140,126,112
K08818,81,82,94,118,114,121
K08818,76,117,76,126,111,127
K00799,0,0,0,0,0,0
K00799,0,0,0,0,0,0
K20667,11,11,7,17,18,37
K17553,369,483,451,331,426,397
K18195,0,0,0,0,0,0
K00422,22,33,29,17,26,11
K21596,3314,3980,3722,4273,4401,4884
K01358,1217,1509,1508,1424,1482,1595
K01836,110,144,164,101,104,116
K01836,128,141,168,121,113,114
K08331,1041,1347,1104,1123,1263,1190
K08272,259,255,245,374,298,280
K00873,643,850,706,691,758,771
K00873,652,850,715,689,700,772
K00873,610,887,748,657,743,797
K00873,689,885,719,691,771,729
K00873,624,878,737,707,738,760
K00873,636,783,774,713,765,770
K00873,669,827,699,690,727,754
K00873,377,514,441,409,417,444
K14610,62,65,80,137,120,159
K14610,52,82,77,127,118,147
K02939,103,143,124,118,113,145
K02939,110,129,119,125,123,160
K00278,1495,2029,1617,4278,4273,5431
K10773,173,244,213,545,605,698
K14769,147,177,133,87,140,112
K01689,680,797,866,571,570,560
K12815,613,694,737,541,641,611
K20217,1348,1818,1533,1323,1270,1526
K17569,715,887,810,1169,1192,1178
K17569,353,370,401,579,603,601
K14157,6,1,1,5,0,3
K00419,898,1057,1077,1032,919,1126
K00594,548,777,653,300,318,330
K14774,353,470,422,341,308,283
K10798,33,34,38,56,56,71
K10798,29,43,39,47,64,62
K10798,29,37,30,50,50,56
K10798,40,38,39,63,54,54
K10798,34,26,42,48,64,48
K11364,158,228,253,216,230,247
K05956,203,218,227,210,244,273
K05956,186,191,223,245,237,319
K13098,323,550,405,409,431,469
K19619,4,9,4,1,5,1
K17261,1248,1659,1458,1448,1299,1537
K02320,141,147,185,703,768,811
K14290,1286,1669,1396,1303,1281,1454
K09532,10,11,3,18,11,18
K23504,93,96,99,86,83,106
K17541,447,742,805,286,418,392
K11789,1933,2264,1938,1699,1893,1830
K03233,8810,11326,10813,11287,10531,10972
K19323,730,852,739,510,681,723
K00924,4046,5310,4545,2719,2682,3097
K08486,15,32,29,26,32,39
K00587,96,134,132,94,99,84
K14570,0,0,0,0,0,0
K14570,87,112,90,62,69,75
K14570,86,84,102,73,65,55
K14570,91,99,98,60,72,58
K15707,133,179,160,174,169,168
K15707,127,174,158,197,160,160
K15707,128,171,172,169,177,160
K00748,144,128,198,229,145,149
K05658,536,650,530,3398,3142,3845
K02136,2192,2763,2501,2362,2223,2717
K00166,0,0,0,0,0,0
K21989,293,323,387,468,421,477
K14810,275,390,324,247,305,315
K10410,44,78,73,70,83,91
K10410,71,87,99,63,66,90
K14819,492,553,499,426,374,391
K14819,489,554,488,433,368,369
K06943,74,113,125,117,100,100
K06943,77,106,112,84,100,93
K06943,78,105,113,87,103,96
K02641,5081,6315,5712,6500,6998,7835
K00574,1310,1699,1404,1617,1672,1653
K00574,1327,1536,1439,1586,1723,1636
K21286,41,51,65,49,55,48
K21286,45,59,69,44,41,69
K16900,1304,1601,1306,1489,1731,1878
K14845,625,778,699,500,490,527
K22757,391,541,446,488,401,504
K12486,179,224,229,200,234,198
K12486,183,206,222,171,206,184
K12486,189,231,236,184,203,205
K13106,208,265,249,270,257,253
K13106,216,253,236,251,232,243
K02136,1314,1552,1523,1503,1355,1626
K02136,1237,1593,1529,1465,1469,1579
K13431,1641,2169,1891,3061,3270,3836
K15113,4,3,5,28,27,38
K10580,2846,3088,2723,2421,2594,2754
K23518,0,0,0,0,0,1
K00574,188,259,214,217,213,203
K00574,170,210,177,191,209,177
K03768,512,604,600,509,537,475
K18932,669,819,689,619,712,763
K00006,108,133,130,102,151,170
K00006,111,148,132,111,130,111
K00006,110,163,122,140,130,110
K00006,110,116,139,115,149,133
K11252,2109,2476,2310,1326,1360,1454
K18195,1,1,0,0,0,0
K18195,0,0,0,0,0,0
K00921,53,88,54,66,59,62
K09668,670,862,701,537,645,691
K08730,256,295,300,331,329,328
K02867,328,432,428,322,378,383
K08288,1089,1348,1155,1330,1192,1324
K11188,230,315,370,770,873,853
K03512,91,117,127,81,73,63
K03512,84,116,123,71,56,80
K18752,308,386,336,344,356,326
K18752,316,377,358,306,334,315
K18752,326,361,346,307,341,375
K18752,317,398,343,356,361,351
K18752,308,407,350,345,346,373
K18752,331,419,335,331,342,357
K18752,321,375,362,299,334,315
K18752,342,419,345,308,356,357
K23050,1232,1730,1406,1988,1709,2113
K00430,1336,1829,1534,1212,1267,1531
K01810,2886,3288,3279,2830,2897,3104
K06444,932,1313,1244,687,869,706
K06444,985,1326,1249,706,834,704
K01142,162,216,182,181,186,175
K01142,195,213,196,196,169,168
K21995,110,184,160,287,219,316
K08913,21810,30385,24768,13569,14060,14460
K08912,19612,24193,20961,11255,11395,11431
K09595,1709,2355,1983,2141,2189,2547
K21768,99,86,87,49,39,40
K21768,71,89,76,56,44,53
K21768,82,89,90,53,46,48
K21768,67,85,98,62,42,65
K00430,48,52,33,14,12,19
K00430,54,34,24,36,42,56
K08913,4090,5087,4860,893,1412,810
K07305,1804,2367,2157,3889,3794,4409
K13172,529,688,544,632,777,901
K07305,479,548,559,632,715,733
K10525,22420,28980,26783,17433,17278,20206
K13237,907,1030,979,1116,1235,1408
K07901,531,707,590,1507,1556,2045
K15264,29,32,47,25,15,14
K15264,29,41,40,23,15,9
K13510,1066,1269,1136,918,1050,1109
K06443,3579,4983,4151,3418,3466,4074
K09659,77,136,140,102,110,151
K24140,922,1066,1143,3837,3951,5019
K06173,345,364,437,278,318,251
K13993,18,9,20,433,319,485
K08232,327,396,368,191,255,227
K14780,2,0,0,0,0,1
K01593,570,634,723,1871,1822,1856
K05298,13387,15727,15083,11195,11428,11007
K02355,6155,7164,6578,4677,5233,4930
K12897,0,0,0,0,0,0
K02932,0,0,0,0,0,0
K18211,1152,1532,1334,2941,2930,3847
K08913,48958,71513,58751,51074,53469,58501
K08913,6457,9664,8559,5230,5857,5479
K08913,12223,16969,13836,9111,11195,10739
K08912,5011,7498,6111,3740,4103,4146
K08913,2935,3746,3397,2288,2750,2711
K08913,26451,36691,30299,29299,27582,31021
K08913,6871,9406,8253,7751,7415,8939
K08913,8618,12356,11296,6153,6345,5905
K08913,28284,33682,33763,16603,17195,15550
K00640,176,221,206,1561,1701,2107
K00640,164,231,184,1616,1706,2185
K15015,1148,1273,1166,822,759,839
K23343,238,269,225,221,252,282
K23343,243,275,286,207,234,237
K00006,886,1011,1087,516,515,502
K16297,1873,2244,1834,2514,2355,2882
K03549,995,1284,1133,392,376,330
K00567,333,366,354,385,384,433
K00567,101,155,116,231,221,226
K11136,38,51,67,138,177,185
K11136,22,34,32,99,108,98
K11136,25,22,40,67,69,66
K22377,540,675,659,580,574,648
K01148,354,469,452,263,256,295
K01148,361,435,407,250,263,277
K13681,56,84,46,58,63,72
K13681,766,1098,873,981,1124,1330
K08511,725,892,813,994,941,1190
K08511,727,873,823,943,880,1078
K08511,671,837,732,998,866,1083
K17560,535,547,632,357,304,410
K01433,0,0,0,0,0,0
K01724,172,227,198,144,140,177
K01724,153,200,211,156,136,145
K19525,1101,1309,1271,1194,1325,1190
K19525,385,504,450,355,529,501
K19525,706,770,712,685,945,852
K00430,184,169,249,270,352,240
K00430,1181,1646,1456,2674,3128,3178
K14779,218,299,321,299,311,335
K13510,968,1098,890,848,788,866
K18764,4,12,18,11,7,25
K06949,247,224,252,215,212,254
K23113,383,450,404,367,353,317
K23113,337,424,407,346,329,377
K10999,14163,18290,15643,11305,13307,12111
K15203,130,183,161,220,259,239
K15109,116,176,151,137,163,165
K13993,10,12,29,999,1031,1466
K13993,41,27,56,1403,1396,1855
K13993,25,14,46,782,882,1010
K13993,44,44,94,2711,2559,3515
K13993,28,30,46,569,733,963
K13176,383,436,459,205,276,250
K13176,249,282,296,195,194,180
K08869,116,123,97,202,274,282
K22374,254,285,354,230,216,162
K03178,1616,1925,1702,2845,2977,3164
K01602,1,0,0,0,0,0
K01602,2,1,2,1,2,2
K01602,3,2,2,1,2,3
K06173,1018,1398,1291,1037,893,1062
K23870,1764,2324,2049,1380,1344,1438
K17278,1087,1266,1162,1212,1097,1411
K19199,412,498,441,544,576,618
K08762,5604,6226,6306,6255,5370,7588
K10736,28,39,35,48,46,36
K01963,7,14,14,11,9,1
K01322,561,654,607,615,554,507
K19199,346,442,431,310,389,332
K19199,337,456,426,321,387,301
K19199,373,443,459,337,363,337
K22911,52,51,54,63,62,47
K01074,621,732,655,611,764,696
K00026,666,861,789,791,711,929
K00026,652,868,799,817,753,907
K08679,0,1,11,45,30,36
K02938,2969,3464,3757,3497,3298,3710
K13108,299,373,316,224,194,246
K01784,715,1135,772,1333,1492,2007
K18674,322,415,271,323,396,493
K21737,278,323,307,375,431,443
K21737,225,306,312,342,418,359
K17602,1142,1405,1280,961,1023,1099
K14003,866,1115,1027,755,736,881
K00281,7664,6661,7878,3018,3657,2911
K08657,17,26,28,9,7,6
K08657,15,30,17,4,11,5
K08657,17,21,20,3,10,6
K08657,24,21,21,8,10,11
K18151,408,496,499,247,272,291
K08914,12359,14568,14265,9410,10087,10224
K06891,4170,5021,4606,4657,4984,5708
K03781,1,1,0,19,27,27
K23869,53,67,47,57,93,83
K15685,296,388,375,397,390,422
K02885,20421,25789,23720,24440,22631,24056
K12627,46,54,55,34,26,28
K13418,3111,3672,3256,3790,4106,4737
K08913,88141,108123,103605,75088,83258,80299
K20888,920,1132,1018,893,865,833
K16455,4,6,1,2,6,3
K16455,3,8,2,4,7,5
K03703,1,2,0,0,1,1
K02575,7,10,11,4,3,8
K10399,121,141,180,68,96,70
K10399,135,147,146,59,96,69
K00430,39,43,71,8,10,7
K00430,33,44,67,12,10,12
K08912,5,6,6,9,10,8
K09286,43,165,272,1714,1782,2440
K15111,256,290,299,225,191,231
K01082,473,597,549,476,495,589
K00895,1645,1785,1908,1223,1136,1173
K17491,496,530,571,539,549,636
K17491,488,544,566,547,597,647
K01466,842,1006,921,791,733,735
K18423,1092,1336,1247,864,961,1123
K11718,1079,1308,1271,1803,1803,1897
K14552,273,352,384,272,256,193
K01090,532,595,551,531,502,611
K01090,486,571,562,524,499,574
K09499,824,977,928,988,1044,1024
K11376,214,216,278,125,125,138
K07263,151,162,175,91,74,100
K07263,137,182,195,94,88,106
K09338,2860,3524,3554,3242,3090,2918
K10581,1781,2066,1715,1608,1662,1559
K14005,2781,3288,3121,2712,2831,2728
K04567,396,503,493,325,278,291
K22374,462,514,410,319,352,405
K22374,963,1048,1101,568,541,580
K03006,353,493,384,280,343,358
K14829,272,351,374,331,401,274
K24220,323,358,316,200,259,295
K24220,306,384,348,194,300,296
K00819,1133,1454,1180,879,1007,1205
K00819,1126,1458,1093,948,1002,1072
K09486,782,900,883,3470,3295,3981
K14948,1031,1319,1231,1610,1709,1936
K14948,1025,1267,1176,1562,1698,1831
K11145,55,57,79,61,69,66
K11145,51,65,79,55,53,76
K11145,54,44,81,62,54,46
K11145,40,55,76,54,45,65
K14376,1940,2434,2240,1496,1610,1740
K00611,783,939,1005,559,517,472
K01880,1223,1429,1461,1443,1666,1393
K20289,755,950,839,733,750,767
K16055,2456,3075,2723,2786,3146,3417
K22804,47,43,85,113,119,105
K22804,55,54,75,107,111,97
K12502,2174,2803,2403,2909,3027,3491
K02137,2700,3757,2717,3275,3125,3969
K06693,275,316,316,122,170,113
K09518,2118,2519,2006,2924,3255,3862
K24229,15,21,22,9,13,5
K22683,468,536,434,1067,1226,1406
K22683,3857,5653,3759,2546,3127,3075
K11253,130,150,191,72,55,70
K11253,100,123,199,81,69,68
K16052,126,151,144,218,212,260
K16052,139,161,162,229,212,294
K00029,0,0,0,2,0,2
K00029,0,0,0,1,0,1
K23568,817,1093,1055,814,876,845
K22390,2020,2114,1936,1534,1539,1435
K22390,296,294,276,213,221,214
K13993,6,7,2,10,25,19
K13993,9,11,12,81,80,119
K02325,63,51,70,59,59,44
K23553,744,822,740,752,732,874
K09843,241,261,274,442,446,547
K18195,5,1,1,2,1,0
K21398,1006,1197,1064,864,860,1014
K01738,9064,12548,9902,5341,7621,7019
K13681,65,100,64,14,43,26
K00784,345,423,388,349,375,378
K16054,214,211,236,273,284,276
K16054,296,344,291,336,390,348
K16054,181,209,258,280,289,315
K10523,140,121,204,105,85,92
K11644,209,270,196,125,136,152
K03501,522,692,528,434,428,506
K17893,544,556,504,531,628,680
K02951,4076,4781,5286,4932,4408,5065
K02951,3738,4059,4761,4229,3817,4658
K00927,3136,5148,3838,7359,9941,11073
K00430,67,77,107,28,27,26
K00799,1090,1406,1053,2711,2371,3287
K13462,529,705,645,546,596,583
K13462,554,686,643,565,560,633
K13462,562,698,584,547,589,628
K13462,543,703,589,577,596,622
K03145,239,263,233,245,245,272
K03145,200,229,209,222,274,255
K10301,1101,1430,1354,319,523,338
K06237,1092,1385,1169,765,803,883
K11592,918,921,962,519,596,594
K00914,947,1252,1115,939,953,950
K07937,50,70,60,37,39,53
K18195,287,357,272,242,256,308
K13336,175,190,201,122,130,130
K13336,156,193,176,126,132,143
K13336,156,197,211,119,160,137
K13336,109,132,154,112,112,101
K05917,1672,2117,1733,1549,2011,1960
K12778,0,0,0,0,0,0
K01115,80,80,83,60,69,80
K10644,236,263,261,477,411,441
K10644,219,301,235,477,434,463
K13065,854,1057,920,1240,1493,1776
K15083,227,216,244,244,284,280
K12823,2077,2574,2323,1964,1923,2174
K08343,1052,1235,1212,1041,1125,1259
K18848,54,88,79,28,46,40
K01633,0,0,0,0,0,0
K04936,263,276,316,325,305,278
K04936,241,275,292,305,330,321
K04936,106,124,160,92,102,75
K11592,1848,2374,2015,2251,2493,2583
K02867,833,1123,1081,1058,1025,1068
K14574,75,79,94,115,121,120
K14574,82,88,94,119,113,115
K05399,1885,2240,1937,1589,1648,1652
K14006,1643,2066,1849,1587,1546,1670
K13154,363,404,467,186,166,189
K06287,142,139,165,86,84,91
K06287,125,133,171,82,93,85
K03327,376,460,427,748,678,704
K00962,336,335,407,161,216,223
K12845,646,723,809,665,592,745
K22683,193,248,222,220,209,253
K13449,18,33,48,23,28,19
K13449,20,29,37,15,16,14
K02912,6283,7352,8971,7647,7085,8588
K02927,3622,4076,5435,4267,3690,4354
K20131,380,512,402,393,473,482
K20131,316,360,326,334,367,336
K20896,57,83,97,66,45,47
K12734,32,57,55,105,70,124
K12734,30,56,50,98,74,125
K12734,37,48,44,76,67,126
K05770,2802,3940,3473,3151,2753,3377
K05770,2720,3869,3525,3213,2766,3333
K15382,0,0,0,0,0,0
K14684,308,363,400,401,586,603
K14494,868,1009,810,593,693,671
K22686,200,267,216,215,225,236
K22686,181,244,254,255,241,238
K22686,214,231,193,236,216,219
K22686,83,127,127,131,132,139
K22686,107,140,140,116,138,132
K22686,95,131,122,109,129,148
K22686,94,118,92,76,91,124
K22686,73,99,85,91,79,94
K01933,516,607,594,488,522,493
K06941,146,192,179,143,148,163
K16277,686,896,727,718,784,845
K13065,5588,6567,6145,5619,5734,5534
K03652,132,179,129,81,126,110
K02977,7212,8934,10278,9801,8313,9385
K10144,1375,1719,1591,1049,974,1041
K18660,115,113,124,47,51,49
K12591,439,474,479,426,446,478
K13179,333,389,385,261,311,356
K17710,126,171,170,147,177,189
K17710,151,171,146,147,199,201
K00547,429,494,494,616,582,594
K00547,294,328,325,360,355,418
K16494,0,0,0,1,0,0
K03364,433,523,669,567,625,618
K17680,123,204,145,96,124,125
K17680,119,193,185,139,110,104
K17680,114,168,164,101,137,117
K17680,107,165,167,94,107,96
K09646,199,283,224,209,199,201
K09646,196,255,236,238,155,193
K00465,4006,4796,4628,2500,2440,2445
K11101,399,518,485,632,527,625
K11101,434,532,490,594,541,579
K11101,458,519,451,579,547,580
K11833,21,34,36,42,59,63
K07937,4081,5062,4676,4345,4053,4615
K08486,1062,1293,1254,1237,1292,1502
K02695,5449,6659,6632,5293,4743,5509
K13155,172,271,252,145,157,123
K13155,115,149,137,92,76,74
K11126,54,83,79,34,50,43
K11126,56,81,86,43,50,33
K13917,1365,1559,1420,1339,1484,1474
K12830,613,709,706,917,821,858
K14007,2161,2724,2461,3202,3194,3480
K12890,5,14,5,17,7,24
K00799,5230,8178,4914,34048,29988,39342
K17428,448,502,541,594,522,617
K18732,1144,1335,1344,1141,1197,1256
K08597,192,184,193,244,243,304
K22825,31,39,50,97,121,118
K22809,1230,1371,1285,907,1005,1155
K14007,1776,2236,1956,2377,2602,2616
K14573,107,130,142,82,105,74
K14573,122,122,146,83,110,83
K00753,44,45,41,49,41,14
K02178,111,121,156,105,123,64
K01674,6,4,5,5,2,3
K01265,2022,2427,2443,2262,2133,2360
K09286,893,1008,981,786,775,759
K24350,813,978,815,623,589,597
K24348,828,926,805,718,625,812
K17794,472,641,527,611,598,587
K12164,949,1125,983,1443,1455,1478
K14788,244,283,275,224,215,260
K00645,1612,1903,1988,1536,1621,1593
K20495,2,0,5,3,0,0
K13449,9,28,17,20,15,22
